step,label,N,opt,E_ref,ref_source,gap_ref,rel_err,J2_model,table3_dmrg,table3_new,table3_old,dev_vs_dmrg,dev_vs_new,d,extra,r,rdm,pso,lso,lol,three_type,SU2_symmetry,lattice,Gram,correlation,J2,supp,coe,mosek_tol_pfeas,mosek_tol_dfeas,mosek_tol_relgap,termination_status,primal_status,status_source,primal_residual,dual_residual,duality_gap,solve_s,wall_s,peak_rss_gb,peak_swap_gb,limit_hit,error,protocol_sha256,harness_commit,qmbcertify_commit,script_sha256,project_toml_sha256,manifest_toml_sha256,julia_version,mosek_version,hostname,cpu_model,timestamp_utc,source_run
step1,gate,10,-0.45154459452835116,-0.4515446,-0.4515446,-0.4515446,5.4716488562256416e-9,5.4716488562256416e-9,4,4,5,10,3,true,10,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,3.4e-9,1.6e-10,9.4e-12,20.914938067,2067.4746618270874,1.0907249450683594,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,6fb508f9be9e73164f4db1c9eb5dba0693fa98234f4c954616d29bb69a38ebf8,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,unknown,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T17:20:09Z,,,,,,overnight-20260728-004512
step23,step2_A,14,-0.44739636848093645,-0.4473964,-0.4473964,-0.4474032,3.1519063581342266e-8,3.1519063581342266e-8,4,4,5,10,3,true,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,3.4e-9,5.0e-10,6.9e-12,145.896306137,2189.642916917801,1.1046218872070312,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,5610877df426bf3d70cff416c6ce792a4691cc0b19c152034ce303e71ec50407,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T17:58:41Z,,,,,,overnight-20260728-004512
step23,step2_B,14,-0.4473985952430302,-0.4473964,-0.4473964,-0.4474032,-2.1952430301896975e-6,-2.1952430301896975e-6,4,4,5,false,3,true,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,1.2e-8,1.6e-9,3.1e-11,2.629054913,4.670770883560181,13.80459976196289,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,5610877df426bf3d70cff416c6ce792a4691cc0b19c152034ce303e71ec50407,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T17:58:52Z,,,,,,overnight-20260728-004512
step23,step3_C,14,-0.4473963899319207,-0.4473964,-0.4473964,-0.4474032,1.0068079314695666e-8,1.0068079314695666e-8,4,4,5,10,0,true,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,1.1e-8,2.5e-7,6.3e-12,89.078784248,2192.3390941619873,13.85599136352539,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,5610877df426bf3d70cff416c6ce792a4691cc0b19c152034ce303e71ec50407,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T18:35:25Z,,,,,,overnight-20260728-004512
step23,step3_D,14,-0.44739634903517306,-0.4473964,-0.4473964,-0.4474032,5.0964826969757127e-8,5.0964826969757127e-8,4,4,5,10,3,false,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,5.4e-9,4.9e-9,1.2e-11,135.53825234,2184.787472009659,15.728588104248047,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,5610877df426bf3d70cff416c6ce792a4691cc0b19c152034ce303e71ec50407,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T19:11:50Z,,,,,,overnight-20260728-004512
step4,ladder,18,,-0.4457083,-0.4457085,-0.4457344,,,4,4,5,10,3,true,18,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.075765132904,3.1843490600585938,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T19:57:39Z,,,,,,overnight-20260728-004512
step4,ladder,22,,-0.4448582,-0.4448585,-0.4448981,,,4,4,5,10,3,true,22,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.0203840732574,1.5631599426269531,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T20:07:43Z,,,,,,overnight-20260728-004512
step4,ladder,26,,-0.4443707,-0.4443714,-0.4444334,,,4,4,5,10,3,true,26,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.0352549552917,1.6429367065429688,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T20:17:47Z,,,,,,overnight-20260728-004512
step4,ladder,30,,-0.4440654,-0.4440668,-0.4441512,,,4,4,5,10,3,true,30,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.4738261699677,1.6953849792480469,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T20:27:52Z,,,,,,overnight-20260728-004512
step4,ladder,34,,-0.4438616,-0.4438632,-0.4439644,,,4,4,5,10,3,true,34,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.4459719657898,1.7959060668945312,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T20:37:56Z,,,,,,overnight-20260728-004512
step4,ladder,40,,-0.443663,-0.4436649,-0.443782,,,4,4,5,10,3,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.138011932373,2.0982322692871094,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T20:48:01Z,,,,,,overnight-20260728-004512
step4,ladder,46,,-0.443537,-0.4435397,-0.4436656,,,4,4,5,10,3,true,46,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.2159719467163,2.2390098571777344,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T20:58:05Z,,,,,,overnight-20260728-004512
step4,ladder,50,,-0.4434771,-0.4434798,-0.4436101,,,4,4,5,10,3,true,50,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,600.0329420566559,2.3973922729492188,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,aacfde820fb8b339a9fc3fe6e2b9ad9c2251892e,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,32126b5a6340fd354e0086f843bdb3fa7be7168ce70c7e25fd862ee4fad97a6d,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-27T21:08:09Z,,,,,,overnight-20260728-004512
step4rdm8,lad,10,-0.45154457774281065,-0.4515446,-0.4515446,-0.4515446,2.2257189369323527e-8,2.2257189369323527e-8,4,4,5,8,3,true,10,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,4.5e-9,5.5e-9,1.9e-11,2.219497533,11.592274904251099,1.3639373779296875,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:21:12Z,,,,,,overnight-20260728-004512
step4rdm8,lad,14,-0.4473967708312458,-0.4473964,-0.4473964,-0.4474032,-3.708312457662011e-7,-3.708312457662011e-7,4,4,5,8,3,true,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,9.8e-9,9.1e-10,2.6e-11,5.708238279,16.236114025115967,1.9343833923339844,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:21:29Z,,,,,,overnight-20260728-004512
step4rdm8,lad,18,-0.4457104197357416,-0.4457083,-0.4457085,-0.4457344,-2.119735741601403e-6,-1.9197357415956517e-6,4,4,5,8,3,true,18,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,3.0e-8,7.4e-10,4.3e-11,11.054347063,22.12334680557251,2.8460693359375,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:21:52Z,,,,,,overnight-20260728-004512
step4rdm8,lad,22,-0.4448640232152412,-0.4448582,-0.4448585,-0.4448981,-5.82321524122964e-6,-5.523215241221013e-6,4,4,5,8,3,true,22,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,2.0e-8,1.9e-10,3.3e-11,19.453020157,35.85240197181702,3.81903076171875,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:22:28Z,,,,,,overnight-20260728-004512
step4rdm8,lad,26,-0.4443800955269053,-0.4443707,-0.4443714,-0.4444334,-9.395526905320306e-6,-8.695526905300177e-6,4,4,5,8,3,true,26,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,1.3e-7,1.1e-9,3.9e-11,32.62149079,53.01309013366699,5.1812591552734375,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:23:21Z,,,,,,overnight-20260728-004512
step4rdm8,lad,30,-0.44407763514631926,-0.4440654,-0.4440668,-0.4441512,-1.2235146319261592e-5,-1.0835146319276845e-5,4,4,5,8,3,true,30,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,2.8e-7,6.9e-10,8.9e-11,43.978440064,65.10223293304443,8.908744812011719,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:24:26Z,,,,,,overnight-20260728-004512
step4rdm8,lad,34,-0.4438777732472986,-0.4438616,-0.4438632,-0.4439644,-1.617324729857872e-5,-1.4573247298588221e-5,4,4,5,8,3,true,34,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,1.0e-7,3.8e-9,5.1e-11,71.759542398,98.90567803382874,11.413349151611328,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:26:05Z,,,,,,overnight-20260728-004512
step4rdm8,lad,40,-0.44368276029850706,-0.443663,-0.4436649,-0.443782,-1.9760298507087715e-5,-1.786029850708859e-5,4,4,5,8,3,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,1.7e-7,4.5e-9,1.3e-10,128.372313228,177.6624448299408,16.65026092529297,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:29:02Z,,,,,,overnight-20260728-004512
step4rdm8,lad,46,,-0.443537,-0.4435397,-0.4436656,,,4,4,5,8,3,true,46,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,85.87799882888794,18.014392852783203,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,b30c653c4487d1f58683c8c926cf6703fb1c4053,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,7880780001d6533a59d3dc2de98a8df9d7ff7df6d410e930c80a1d80373df884,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T02:30:28Z,,,,,,overnight-20260728-004512
