L,U,Delta,delta,n,E_n,E_n_minus_E0,D_n,Delta_D_n,method
6,12.0,2.0,0.0,213,17.0385916239091,18.590868989417892,0.9994611706676542,0.8507317248677161,full_ed
6,12.0,2.0,0.0,214,17.092478536974173,18.644755902482967,1.034506293673327,0.8857768478733888,full_ed
6,12.0,2.0,0.0,215,17.130072024704454,18.682349390213247,1.0205033262531147,0.8717738804531766,full_ed
6,12.0,2.0,0.0,216,17.13007202470446,18.682349390213254,1.0205033262531134,0.8717738804531753,full_ed
6,12.0,2.0,0.0,217,17.380162220534714,18.932439586043508,0.9941882738726822,0.8454588280727441,full_ed
6,12.0,2.0,0.0,218,19.525803280809765,21.078080646318558,1.975539955758578,1.8268105099586398,full_ed
6,12.0,2.0,0.0,219,19.538430655534647,21.09070802104344,1.9726361414044815,1.8239066956045433,full_ed
6,12.0,2.0,0.0,220,19.538430655534654,21.090708021043447,1.9726361414044793,1.823906695604541,full_ed
6,12.0,2.0,0.0,221,19.541965643017637,21.09424300852643,1.9706763076573282,1.82194686185739,full_ed
6,12.0,2.0,0.0,222,19.541965643017647,21.09424300852644,1.9706763076573273,1.821946861857389,full_ed
6,12.0,2.0,0.0,223,19.553343313474674,21.105620678983467,1.9721432545876005,1.8234138087876626,full_ed
6,12.0,2.0,0.0,224,19.55334331347469,21.105620678983485,1.9721432545876023,1.8234138087876643,full_ed
6,12.0,2.0,0.0,225,19.553496959216528,21.10577432472532,1.9690719289010787,1.8203424831011406,full_ed
6,12.0,2.0,0.0,226,19.558733004069044,21.111010369577837,1.9764383824425518,1.8277089366426136,full_ed
6,12.0,2.0,0.0,227,19.561443259276718,21.11372062478551,1.970236950546592,1.8215075047466538,full_ed
6,12.0,2.0,0.0,228,19.575907591765123,21.128184957273916,1.9738452535689976,1.8251158077690595,full_ed
6,12.0,2.0,0.0,229,19.57590759176513,21.128184957273923,1.9738452535690003,1.8251158077690621,full_ed
6,12.0,2.0,0.0,230,19.905645582509553,21.457922948018346,1.9838722535293067,1.8351428077293686,full_ed
6,12.0,2.0,0.0,231,19.90839147289954,21.460668838408335,1.9843360058747754,1.8356065600748375,full_ed
6,12.0,2.0,0.0,232,19.90839147289954,21.460668838408335,1.98433600587478,1.835606560074842,full_ed
6,12.0,2.0,0.0,233,19.932879229517162,21.485156595025956,1.9813201592167329,1.8325907134167947,full_ed
6,12.0,2.0,0.0,234,19.942097354021577,21.49437471953037,1.9798542444570497,1.8311247986571115,full_ed
6,12.0,2.0,0.0,235,19.94209735402159,21.494374719530384,1.9798542444570502,1.831124798657112,full_ed
6,12.0,2.0,0.0,236,19.99402553977315,21.546302905281944,1.9729857282775771,1.8242562824776392,full_ed
6,12.0,2.0,0.0,237,19.99402553977315,21.546302905281944,1.9729857282775722,1.8242562824776343,full_ed
6,12.0,2.0,0.0,238,20.00055196507244,21.552829330581233,1.9718642706847531,1.8231348248848152,full_ed
6,12.0,2.0,0.0,239,20.032124012228017,21.58440137773681,1.9728893476570715,1.8241599018571333,full_ed
6,12.0,2.0,0.0,240,20.032124012228035,21.584401377736828,1.9728893476570706,1.8241599018571324,full_ed
6,12.0,2.0,0.0,241,20.03730086101623,21.589578226525024,1.9712617945336064,1.8225323487336684,full_ed
6,12.0,2.0,0.0,242,20.235089664057423,21.787367029566216,1.9649908656182955,1.8162614198183573,full_ed
6,12.0,2.0,0.0,243,20.383257924585024,21.935535290093817,1.9506103211011008,1.8018808753011628,full_ed
6,12.0,2.0,0.0,244,20.383257924585028,21.93553529009382,1.9506103211010979,1.8018808753011597,full_ed
6,12.0,2.0,0.0,245,20.41971515928807,21.971992524796864,1.9358428896492188,1.7871134438492806,full_ed
6,12.0,2.0,0.0,246,20.46790598246972,22.020183347978513,1.9329092712176035,1.7841798254176653,full_ed
6,12.0,2.0,0.0,247,20.467905982469723,22.020183347978517,1.9329092712176048,1.7841798254176666,full_ed
6,12.0,2.0,0.0,248,20.48429232629121,22.036569691800004,1.9475236878682713,1.7987942420683334,full_ed
6,12.0,2.0,0.0,249,20.50755887529045,22.059836240799243,1.9350058510225734,1.7862764052226354,full_ed
6,12.0,2.0,0.0,250,20.51541868995781,22.0676960554666,1.9356126304187558,1.7868831846188176,full_ed
6,12.0,2.0,0.0,251,20.51541868995782,22.067696055466612,1.9356126304187566,1.7868831846188185,full_ed
6,12.0,2.0,0.0,252,20.563650902479512,22.115928267988306,1.9233261180122616,1.7745966722123234,full_ed
6,12.0,2.0,0.0,253,20.563650902479516,22.11592826798831,1.9233261180122583,1.7745966722123203,full_ed
6,12.0,2.0,0.0,254,22.977407936044337,24.52968530155313,2.01875749457784,1.8700280487779017,full_ed
6,12.0,2.0,0.0,255,22.99325310679322,24.545530472302012,2.022071576109721,1.873342130309783,full_ed
6,12.0,2.0,0.0,256,22.993253106793226,24.54553047230202,2.022071576109723,1.8733421303097848,full_ed
6,12.0,2.0,0.0,257,23.087153414474404,24.639430779983197,2.029676769657307,1.8809473238573688,full_ed
6,12.0,2.0,0.0,258,23.101457533937698,24.65373489944649,2.0290103726546977,1.8802809268547596,full_ed
6,12.0,2.0,0.0,259,23.10145753393773,24.653734899446523,2.0290103726547004,1.8802809268547622,full_ed
6,12.0,2.0,0.0,260,23.270678692035673,24.822956057544467,1.9914095633308841,1.842680117530946,full_ed
6,12.0,2.0,0.0,261,23.321264053884995,24.87354141939379,1.9916097224424134,1.8428802766424752,full_ed
6,12.0,2.0,0.0,262,23.321264053884995,24.87354141939379,1.991609722442413,1.8428802766424748,full_ed
6,12.0,2.0,0.0,263,23.567026505625872,25.119303871134665,1.9874825857976304,1.8387531399976922,full_ed
6,12.0,2.0,0.0,264,23.56791983515121,25.12019720066,1.98943902909602,1.840709583296082,full_ed
6,12.0,2.0,0.0,265,23.567919835151212,25.120197200660005,1.9894390290960173,1.8407095832960794,full_ed
6,12.0,2.0,0.0,266,23.719930692229592,25.272208057738386,1.9986821143442608,1.8499526685443226,full_ed
6,12.0,2.0,0.0,267,23.71993069222961,25.272208057738403,1.9986821143442621,1.849952668544324,full_ed
6,12.0,2.0,0.0,268,23.791319960497894,25.343597326006687,2.0132188801048914,1.8644894343049532,full_ed
6,12.0,2.0,0.0,269,23.821770554706504,25.374047920215297,1.9906577097489764,1.8419282639490384,full_ed
6,12.0,2.0,0.0,270,23.821770554706504,25.374047920215297,1.9906577097489748,1.8419282639490366,full_ed
6,12.0,2.0,0.0,271,23.946843382071282,25.499120747580076,1.9942554163118769,1.8455259705119387,full_ed
6,12.0,2.0,0.0,272,23.9468433820713,25.499120747580093,1.9942554163118769,1.8455259705119387,full_ed
6,12.0,2.0,0.0,273,23.978267687123495,25.530545052632288,2.0016574005249765,1.8529279547250384,full_ed
6,12.0,2.0,0.0,274,23.9782676871235,25.53054505263229,2.0016574005249774,1.8529279547250392,full_ed
6,12.0,2.0,0.0,275,24.000000000000004,25.552277365508797,2.0000000000000004,1.8512705542000623,full_ed
6,12.0,2.0,0.0,276,24.01048182745805,25.562759192966844,1.9982893477236643,1.849559901923726,full_ed
6,12.0,2.0,0.0,277,24.01048182745807,25.562759192966862,1.9982893477236605,1.8495599019237225,full_ed
6,12.0,2.0,0.0,278,24.0169556844768,25.569233049985595,1.9984626534147698,1.8497332076148316,full_ed
6,12.0,2.0,0.0,279,24.022698517910214,25.574975883419008,1.9981132393599799,1.8493837935600417,full_ed
6,12.0,2.0,0.0,280,24.027724662456475,25.580002027965268,1.9976984356571783,1.8489689898572403,full_ed
6,12.0,2.0,0.0,281,24.0768710997749,25.62914846528369,1.992228948271245,1.8434995024713068,full_ed
6,12.0,2.0,0.0,282,24.107249749512654,25.659527115021447,2.021966036589729,1.8732365907897908,full_ed
6,12.0,2.0,0.0,283,24.109232126861034,25.661509492369827,1.9781273310179817,1.8293978852180435,full_ed
6,12.0,2.0,0.0,284,24.10923212686104,25.661509492369834,1.978127331017983,1.8293978852180448,full_ed
6,12.0,2.0,0.0,285,24.139530356988065,25.691807722496858,1.98982178897389,1.841092343173952,full_ed
6,12.0,2.0,0.0,286,24.139530356988065,25.691807722496858,1.9898217889738885,1.8410923431739503,full_ed
6,12.0,2.0,0.0,287,24.145069729951626,25.69734709546042,1.9855002442010505,1.8367707984011123,full_ed
6,12.0,2.0,0.0,288,24.22665662815028,25.778933993659074,1.985519086600251,1.8367896408003128,full_ed
6,12.0,2.0,0.0,289,24.230229579200717,25.78250694470951,1.9840087910608455,1.8352793452609073,full_ed
6,12.0,2.0,0.0,290,24.23022957920072,25.782506944709514,1.9840087910608444,1.8352793452609064,full_ed
6,12.0,2.0,0.0,291,24.258179804348234,25.810457169857028,1.976781565453634,1.8280521196536959,full_ed
6,12.0,2.0,0.0,292,24.26794634411325,25.82022370962204,1.9709817172134012,1.822252271413463,full_ed
6,12.0,2.0,0.0,293,24.26794634411325,25.82022370962204,1.9709817172134008,1.8222522714134626,full_ed
6,12.0,2.0,0.0,294,24.303994327374802,25.856271692883595,1.973478891741237,1.8247494459412987,full_ed
6,12.0,2.0,0.0,295,24.303994327374802,25.856271692883595,1.973478891741238,1.8247494459413,full_ed
6,12.0,2.0,0.0,296,24.323486574405635,25.875763939914428,1.9782601424676771,1.8295306966677392,full_ed
6,12.0,2.0,0.0,297,24.323486574405642,25.875763939914435,1.9782601424676773,1.8295306966677392,full_ed
6,12.0,2.0,0.0,298,24.34374598413686,25.896023349645652,1.9654113784438567,1.8166819326439185,full_ed
6,12.0,2.0,0.0,299,24.353670842752166,25.90594820826096,1.9738200420743164,1.8250905962743782,full_ed
6,12.0,2.0,0.0,300,24.354058140063955,25.90633550557275,1.9791631809287926,1.8304337351288544,full_ed
6,12.0,2.0,0.0,301,24.354058140063962,25.906335505572756,1.9791631809287924,1.8304337351288544,full_ed
6,12.0,2.0,0.0,302,24.357784356747224,25.910061722256017,1.9643675907304758,1.8156381449305377,full_ed
6,12.0,2.0,0.0,303,24.36262995603968,25.914907321548473,2.0028127159560354,1.8540832701560972,full_ed
6,12.0,2.0,0.0,304,24.362629956039687,25.91490732154848,2.0028127159560345,1.8540832701560963,full_ed
6,12.0,2.0,0.0,305,24.378536825221914,25.930814190730707,1.961141241721644,1.8124117959217059,full_ed
6,12.0,2.0,0.0,306,24.408029505229564,25.960306870738357,2.0065807910540263,1.8578513452540881,full_ed
6,12.0,2.0,0.0,307,24.495534291291712,26.047811656800505,1.9687768147015647,1.8200473689016268,full_ed
6,12.0,2.0,0.0,308,24.495534291291712,26.047811656800505,1.9687768147015625,1.8200473689016246,full_ed
6,12.0,2.0,0.0,309,24.515152558305118,26.06742992381391,1.9865146173926735,1.8377851715927354,full_ed
6,12.0,2.0,0.0,310,24.530779542130862,26.083056907639655,1.952870367219592,1.8041409214196538,full_ed
6,12.0,2.0,0.0,311,24.558414450459217,26.11069181596801,1.9577584006152229,1.8090289548152847,full_ed
6,12.0,2.0,0.0,312,24.558414450459253,26.110691815968046,1.9577584006152173,1.8090289548152794,full_ed
6,12.0,2.0,0.0,313,24.566847267222233,26.119124632731026,1.9629206637215713,1.8141912179216333,full_ed
6,12.0,2.0,0.0,314,24.566847267222236,26.11912463273103,1.9629206637215684,1.8141912179216302,full_ed
6,12.0,2.0,0.0,315,24.581493612492892,26.133770978001685,1.9525679844520043,1.8038385386520663,full_ed
6,12.0,2.0,0.0,316,24.5814936124929,26.133770978001692,1.9525679844520054,1.8038385386520672,full_ed
6,12.0,2.0,0.0,317,24.718109824244692,26.270387189753485,2.0020925346848726,1.8533630888849344,full_ed
6,12.0,2.0,0.0,318,24.718109824244706,26.2703871897535,2.002092534684874,1.8533630888849357,full_ed
6,12.0,2.0,0.0,319,24.806792917359836,26.35907028286863,2.004124346294841,1.8553949004949026,full_ed
6,12.0,2.0,0.0,320,24.87591770324119,26.428195068749982,1.9696635076299747,1.8209340618300365,full_ed
6,12.0,2.0,0.0,321,24.88618750232524,26.438464867834032,1.9636461629589277,1.8149167171589897,full_ed
6,12.0,2.0,0.0,322,24.88618750232524,26.438464867834032,1.9636461629589277,1.8149167171589897,full_ed
6,12.0,2.0,0.0,323,25.012601168263174,26.564878533771967,1.97528701715401,1.8265575713540718,full_ed
6,12.0,2.0,0.0,324,25.012601168263178,26.56487853377197,1.975287017154007,1.8265575713540687,full_ed
6,12.0,2.0,0.0,325,25.09651254400127,26.648789909510064,1.9681543749269084,1.8194249291269702,full_ed
6,12.0,2.0,0.0,326,25.51170210099679,27.063979466505582,2.7441947254688466,2.5954652796689084,full_ed
6,12.0,2.0,0.0,327,28.12681052743409,29.67908789294288,2.0092678974337472,1.860538451633809,full_ed
6,12.0,2.0,0.0,328,28.126810527434092,29.679087892942885,2.0092678974337486,1.8605384516338104,full_ed
6,12.0,2.0,0.0,329,28.16111650600396,29.713393871512753,2.0092429496587636,1.8605135038588254,full_ed
6,12.0,2.0,0.0,330,28.200643343005368,29.75292070851416,1.9948350593114275,1.8461056135114893,full_ed
6,12.0,2.0,0.0,331,28.20064334300538,29.75292070851417,1.9948350593114288,1.8461056135114906,full_ed
6,12.0,2.0,0.0,332,28.20691137984969,29.759188745358482,1.9906550309283948,1.8419255851284566,full_ed
6,12.0,2.0,0.0,333,28.237398780418555,29.78967614592735,1.9862482058315978,1.8375187600316596,full_ed
6,12.0,2.0,0.0,334,28.25604911409453,29.808326479603323,1.9854685801021792,1.836739134302241,full_ed
6,12.0,2.0,0.0,335,28.25604911409453,29.808326479603323,1.98546858010218,1.836739134302242,full_ed
6,12.0,2.0,0.0,336,28.302032266159422,29.854309631668215,1.9860628070225204,1.8373333612225822,full_ed
6,12.0,2.0,0.0,337,28.302032266159447,29.85430963166824,1.9860628070225181,1.83733336122258,full_ed
6,12.0,2.0,0.0,338,28.325013674866174,29.877291040374967,1.9871087757243269,1.838379329924389,full_ed
6,12.0,2.0,0.0,339,28.329131559827516,29.88140892533631,1.993749016688171,1.8450195708882329,full_ed
6,12.0,2.0,0.0,340,28.334676549821907,29.8869539153307,1.9902158155023861,1.841486369702448,full_ed
6,12.0,2.0,0.0,341,28.334676549821914,29.886953915330707,1.9902158155023855,1.8414863697024475,full_ed
6,12.0,2.0,0.0,342,28.33862156098985,29.890898926498643,1.9918324891568262,1.843103043356888,full_ed
6,12.0,2.0,0.0,343,28.3390293513609,29.891306716869693,1.9907951353771238,1.8420656895771859,full_ed
6,12.0,2.0,0.0,344,28.339029351360917,29.89130671686971,1.990795135377124,1.8420656895771859,full_ed
6,12.0,2.0,0.0,345,28.37303920412254,29.925316569631335,1.9917396117583985,1.8430101659584603,full_ed
6,12.0,2.0,0.0,346,28.377227319741955,29.92950468525075,1.9911095968102395,1.8423801510103015,full_ed
6,12.0,2.0,0.0,347,28.377227319741962,29.929504685250755,1.9911095968102375,1.8423801510102993,full_ed
6,12.0,2.0,0.0,348,28.403265374315787,29.95554273982458,1.986562235164972,1.837832789365034,full_ed
6,12.0,2.0,0.0,349,28.419925963468433,29.972203328977226,1.9856797654214298,1.8369503196214918,full_ed
6,12.0,2.0,0.0,350,28.419925963468447,29.97220332897724,1.9856797654214295,1.8369503196214914,full_ed
6,12.0,2.0,0.0,351,28.619690008363076,30.17196737387187,2.0230263754285094,1.8742969296285712,full_ed
6,12.0,2.0,0.0,352,28.624627930390186,30.17690529589898,2.0220495635034457,1.8733201177035075,full_ed
6,12.0,2.0,0.0,353,28.62462793039021,30.176905295899004,2.022049563503444,1.8733201177035057,full_ed
6,12.0,2.0,0.0,354,28.78938482126296,30.341662186771753,1.9905521397768673,1.8418226939769293,full_ed
6,12.0,2.0,0.0,355,28.78938482126297,30.341662186771764,1.9905521397768666,1.8418226939769284,full_ed
6,12.0,2.0,0.0,356,28.80184051138516,30.35411787689395,1.98881532463651,1.8400858788365717,full_ed
6,12.0,2.0,0.0,357,28.801893930102448,30.35417129561124,1.993376136932698,1.84464669113276,full_ed
6,12.0,2.0,0.0,358,28.807904692215267,30.36018205772406,1.9929851101852873,1.8442556643853494,full_ed
6,12.0,2.0,0.0,359,28.80790469221527,30.360182057724064,1.992985110185288,1.8442556643853498,full_ed
6,12.0,2.0,0.0,360,28.833266183164316,30.38554354867311,1.9905398213435772,1.841810375543639,full_ed
6,12.0,2.0,0.0,361,28.833266183164326,30.38554354867312,1.990539821343582,1.841810375543644,full_ed
6,12.0,2.0,0.0,362,28.83640474119206,30.388682106700852,1.9895428488109517,1.8408134030110137,full_ed
6,12.0,2.0,0.0,363,32.251377806125575,33.80365517163437,1.9994602339335348,1.8507307881335966,full_ed
6,12.0,2.0,0.0,364,32.343449742895835,33.89572710840463,1.9809709628549141,1.832241517054976,full_ed
6,12.0,2.0,0.0,365,32.367004200482405,33.9192815659912,2.0090638490763406,1.8603344032764024,full_ed
6,12.0,2.0,0.0,366,32.36700420048243,33.91928156599122,2.0090638490763375,1.8603344032763993,full_ed
6,12.0,2.0,0.0,367,32.48017031702958,34.032447682538375,2.942917720516512,2.7941882747165736,full_ed
6,12.0,2.0,0.0,368,32.48057052271402,34.03284788822281,2.9430489856209863,2.794319539821048,full_ed
6,12.0,2.0,0.0,369,32.480570522714025,34.03284788822282,2.943048985620986,2.7943195398210476,full_ed
6,12.0,2.0,0.0,370,32.60824423945995,34.16052160496874,1.9773403475037794,1.8286109017038412,full_ed
6,12.0,2.0,0.0,371,32.608244239459964,34.16052160496876,1.977340347503778,1.8286109017038399,full_ed
6,12.0,2.0,0.0,372,32.622322736010304,34.1746001015191,2.017219299572844,1.868489853772906,full_ed
6,12.0,2.0,0.0,373,32.62232273601033,34.174600101519125,2.0172192995728446,1.8684898537729064,full_ed
6,12.0,2.0,0.0,374,32.648599820404655,34.20087718591345,2.191891077626214,2.0431616318262757,full_ed
6,12.0,2.0,0.0,375,32.74331799671742,34.295595362226216,2.741001730350135,2.5922722845501966,full_ed
6,12.0,2.0,0.0,376,32.74331799671744,34.29559536222623,2.7410017303501153,2.592272284550177,full_ed
6,12.0,2.0,0.0,377,32.797960108886556,34.35023747439535,2.6026622794609544,2.453932833661016,full_ed
6,12.0,2.0,0.0,378,32.85130161979416,34.40357898530295,2.900954931127462,2.7522254853275236,full_ed
6,12.0,2.0,0.0,379,32.859282604744365,34.41155997025316,2.89975584208403,2.7510263962840917,full_ed
6,12.0,2.0,0.0,380,32.85928260474437,34.411559970253165,2.899755842084031,2.7510263962840926,full_ed
6,12.0,2.0,0.0,381,33.003117743978144,34.55539510948694,1.9844525959987207,1.8357231501987825,full_ed
6,12.0,2.0,0.0,382,33.003117743978166,34.55539510948696,1.9844525959987207,1.8357231501987825,full_ed
6,12.0,2.0,0.0,383,33.18894385103833,34.741221216547125,1.9812367236943884,1.8325072778944502,full_ed
6,12.0,2.0,0.0,384,33.206123718167426,34.75840108367622,1.9790488305061964,1.8303193847062582,full_ed
6,12.0,2.0,0.0,385,33.20612371816746,34.758401083676254,1.9790488305061964,1.8303193847062582,full_ed
6,12.0,2.0,0.0,386,33.2495361754306,34.80181354093939,2.1496238079622185,2.0008943621622803,full_ed
6,12.0,2.0,0.0,387,33.249536175430606,34.8018135409394,2.1496238079622305,2.0008943621622923,full_ed
6,12.0,2.0,0.0,388,33.27284213452345,34.825119500032244,1.9774816655127938,1.8287522197128556,full_ed
6,12.0,2.0,0.0,389,33.28959794952064,34.841875315029434,2.120965385335099,1.9722359395351607,full_ed
6,12.0,2.0,0.0,390,40.25471915706321,41.806996522572,2.983644655976015,2.8349152101760766,full_ed
6,12.0,2.0,0.0,391,40.25484575320504,41.80712311871383,2.9836173098056413,2.834887864005703,full_ed
6,12.0,2.0,0.0,392,40.254845753205075,41.80712311871387,2.983617309805642,2.834887864005704,full_ed
6,12.0,2.0,0.0,393,40.609951610674784,42.16222897618358,2.9494483082129914,2.8007188624130532,full_ed
6,12.0,2.0,0.0,394,40.61349459036939,42.165771955878185,2.948921288635251,2.800191842835313,full_ed
6,12.0,2.0,0.0,395,40.61349459036941,42.165771955878206,2.948921288635253,2.8001918428353147,full_ed
6,12.0,2.0,0.0,396,40.623321165018716,42.17559853052751,2.946979070843571,2.7982496250436326,full_ed
6,12.0,2.0,0.0,397,40.62332116501875,42.175598530527544,2.946979070843578,2.7982496250436397,full_ed
6,12.0,2.0,0.0,398,40.62811796815044,42.180395333659234,2.9460897014828964,2.797360255682958,full_ed
6,12.0,2.0,0.0,399,48.752846560424246,50.30512392593304,2.9534415925000768,2.8047121467001386,full_ed
6,12.0,2.0,0.25,0,-1.8427944661163356,0.0,0.1715257955911943,0.0,full_ed
6,12.0,2.0,0.25,1,-1.3988615880460034,0.4439328780703322,0.12927484350227708,-0.042250952088917215,full_ed
6,12.0,2.0,0.25,2,-1.2283656212798606,0.614428844836475,0.11464707539670835,-0.05687872019448595,full_ed
6,12.0,2.0,0.25,3,-1.2283656212798535,0.6144288448364821,0.11464707539670864,-0.05687872019448566,full_ed
6,12.0,2.0,0.25,4,-0.9838419324272503,0.8589525336890853,0.09426103335906352,-0.07726476223213077,full_ed
6,12.0,2.0,0.25,5,-0.8463570004824362,0.9964374656338993,0.08042733388879733,-0.09109846170239697,full_ed
6,12.0,2.0,0.25,6,-0.8463570004824207,0.9964374656339149,0.08042733388879751,-0.09109846170239679,full_ed
6,12.0,2.0,0.25,7,-0.7673794941545373,1.0754149719617982,0.07369799044884444,-0.09782780514234986,full_ed
6,12.0,2.0,0.25,8,-0.7673794941545207,1.075414971961815,0.07369799044884448,-0.09782780514234982,full_ed
6,12.0,2.0,0.25,9,-0.7571222115058794,1.085672254610456,0.07040713117926557,-0.10111866441192872,full_ed
6,12.0,2.0,0.25,10,-0.637199509683406,1.2055949564329296,0.06088472179737862,-0.11064107379381569,full_ed
6,12.0,2.0,0.25,11,-0.6248757363708428,1.2179187297454928,0.05862306311854909,-0.1129027324726452,full_ed
6,12.0,2.0,0.25,12,-0.6248757363708117,1.2179187297455238,0.05862306311854902,-0.11290273247264528,full_ed
6,12.0,2.0,0.25,13,-0.2537346908121102,1.5890597753042255,0.026903322009548966,-0.14462247358164532,full_ed
6,12.0,2.0,0.25,14,-0.22552933344720694,1.6172651326691287,0.024097893735445103,-0.1474279018557492,full_ed
6,12.0,2.0,0.25,15,-0.21775949611840933,1.6250349699979263,0.023117970791204527,-0.14840782479998976,full_ed
6,12.0,2.0,0.25,16,-0.21775949611837944,1.625034969997956,0.023117970791204576,-0.1484078247999897,full_ed
6,12.0,2.0,0.25,17,-0.14221302502963232,1.7005814410867033,0.014953594542837205,-0.1565722010483571,full_ed
6,12.0,2.0,0.25,18,-0.14221302502961575,1.7005814410867197,0.01495359454283729,-0.156572201048357,full_ed
6,12.0,2.0,0.25,19,2.2219584398125254e-14,1.8427944661163578,1.1991321154736366e-28,-0.1715257955911943,full_ed
6,12.0,2.0,0.25,20,5.710217298431937,7.553011764548272,1.0810543631436125,0.9095285675524182,full_ed
6,12.0,2.0,0.25,21,5.977044780172078,7.819839246288414,1.0667644528278413,0.895238657236647,full_ed
6,12.0,2.0,0.25,22,6.061846447059397,7.904640913175732,1.077020165541821,0.9054943699506267,full_ed
6,12.0,2.0,0.25,23,6.061846447059407,7.904640913175743,1.0770201655418217,0.9054943699506274,full_ed
6,12.0,2.0,0.25,24,6.218346863699158,8.061141329815493,1.0511456865179483,0.879619890926754,full_ed
6,12.0,2.0,0.25,25,6.218346863699161,8.061141329815497,1.0511456865179465,0.8796198909267522,full_ed
6,12.0,2.0,0.25,26,6.468041503192476,8.310835969308812,1.031869995693686,0.8603442001024918,full_ed
6,12.0,2.0,0.25,27,6.479275371353643,8.322069837469979,1.0364814598719896,0.8649556642807953,full_ed
6,12.0,2.0,0.25,28,6.479275371353649,8.322069837469984,1.0364814598719874,0.8649556642807931,full_ed
6,12.0,2.0,0.25,29,6.7094712973360435,8.552265763452379,1.011233938018968,0.8397081424277738,full_ed
6,12.0,2.0,0.25,30,6.7094712973360515,8.552265763452388,1.011233938018973,0.8397081424277787,full_ed
6,12.0,2.0,0.25,31,6.736642554827782,8.579437020944118,1.031066276015082,0.8595404804238876,full_ed
6,12.0,2.0,0.25,32,6.7574699158605505,8.600264381976887,1.0259375700660596,0.8544117744748653,full_ed
6,12.0,2.0,0.25,33,6.757469915860551,8.600264381976887,1.0259375700660582,0.8544117744748639,full_ed
6,12.0,2.0,0.25,34,6.801629848718394,8.64442431483473,0.988570750938605,0.8170449553474107,full_ed
6,12.0,2.0,0.25,35,6.836970410568367,8.679764876684702,1.0354905333624802,0.8639647377712859,full_ed
6,12.0,2.0,0.25,36,6.937258698172571,8.780053164288907,0.9981583228453592,0.8266325272541649,full_ed
6,12.0,2.0,0.25,37,6.93725869817258,8.780053164288915,0.9981583228453585,0.8266325272541643,full_ed
6,12.0,2.0,0.25,38,7.00261107338303,8.845405539499366,1.031579112324038,0.8600533167328438,full_ed
6,12.0,2.0,0.25,39,7.002611073383035,8.845405539499371,1.0315791123240372,0.8600533167328429,full_ed
6,12.0,2.0,0.25,40,7.014913368151437,8.857707834267773,1.023861386258937,0.8523355906677427,full_ed
6,12.0,2.0,0.25,41,7.01491336815144,8.857707834267776,1.023861386258936,0.8523355906677418,full_ed
6,12.0,2.0,0.25,42,7.0284498536884135,8.871244319804749,1.021426038292617,0.8499002427014227,full_ed
6,12.0,2.0,0.25,43,7.055108176528404,8.89790264264474,1.0018218277042363,0.830296032113042,full_ed
6,12.0,2.0,0.25,44,7.127595248880562,8.970389714996898,1.0327362775191133,0.861210481927919,full_ed
6,12.0,2.0,0.25,45,7.127595248880566,8.970389714996902,1.0327362775191127,0.8612104819279184,full_ed
6,12.0,2.0,0.25,46,7.207786441616731,9.050580907733067,1.004748762563041,0.8332229669718466,full_ed
6,12.0,2.0,0.25,47,7.281980258860702,9.124774724977037,1.0099201516609015,0.8383943560697072,full_ed
6,12.0,2.0,0.25,48,7.281980258860714,9.12477472497705,1.0099201516609013,0.838394356069707,full_ed
6,12.0,2.0,0.25,49,7.325616772766839,9.168411238883175,1.0111966422912517,0.8396708467000574,full_ed
6,12.0,2.0,0.25,50,7.325616772766842,9.168411238883177,1.0111966422912497,0.8396708467000554,full_ed
6,12.0,2.0,0.25,51,7.444783210427847,9.287577676544183,0.9999999999999991,0.8284742044088048,full_ed
6,12.0,2.0,0.25,52,7.491769082945319,9.334563549061654,1.005609395320583,0.8340835997293886,full_ed
6,12.0,2.0,0.25,53,7.491769082945328,9.334563549061663,1.0056093953205796,0.8340835997293853,full_ed
6,12.0,2.0,0.25,54,7.495567984295299,9.338362450411635,1.0000167298077896,0.8284909342165953,full_ed
6,12.0,2.0,0.25,55,7.510595660713321,9.353390126829657,0.9868094759611163,0.815283680369922,full_ed
6,12.0,2.0,0.25,56,7.510595660713324,9.35339012682966,0.9868094759611168,0.8152836803699225,full_ed
6,12.0,2.0,0.25,57,7.530771323889347,9.373565790005683,1.0124581983116154,0.8409324027204211,full_ed
6,12.0,2.0,0.25,58,7.536625334861222,9.379419800977558,0.979327677931122,0.8078018823399277,full_ed
6,12.0,2.0,0.25,59,7.627419765121873,9.47021423123821,0.9953989376423565,0.8238731420511622,full_ed
6,12.0,2.0,0.25,60,7.627419765121875,9.470214231238211,0.9953989376423557,0.8238731420511614,full_ed
6,12.0,2.0,0.25,61,7.819425089099679,9.662219555216014,1.001802982914728,0.8302771873235336,full_ed
6,12.0,2.0,0.25,62,7.853280623001656,9.696075089117992,1.00198124651969,0.8304554509284957,full_ed
6,12.0,2.0,0.25,63,7.9505600185701155,9.793354484686452,0.9876300698755689,0.8161042742843746,full_ed
6,12.0,2.0,0.25,64,7.950560018570117,9.793354484686454,0.9876300698755675,0.8161042742843732,full_ed
6,12.0,2.0,0.25,65,7.990987570292622,9.833782036408957,0.9767550170573969,0.8052292214662026,full_ed
6,12.0,2.0,0.25,66,7.99098757029263,9.833782036408966,0.9767550170573961,0.8052292214662018,full_ed
