series,plot_record_kind,series_kind,sampling_scheme,beta0,beta,temperature,method,energy_per_site,energy_error_per_site,energy_error_available,error_definition,sse_energy_per_site_at_same_beta,sse_energy_mcse_at_same_beta,difference_from_sse,absolute_difference_from_sse,combined_statistical_error,difference_over_combined_error,contributes_to_energy_panel,specific_heat_per_site,specific_heat_error_per_site,specific_heat_error_available,specific_heat_definition,specific_heat_error_definition,specific_heat_beta_left,specific_heat_beta_right,specific_heat_temperature_left,specific_heat_temperature_right,contributes_to_specific_heat_panel,contributes_to_absolute_error_panel,number_of_bootstrap_replicates,number_of_samples,D,DSETTN,source_path
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.5,2,Born-sampled stoMPS,-2.8877384109520841,0.024005449359478945,true,weighted_sample_standard_error,-2.9067928962707699,8.6957843385190029e-05,0.01905448531868581,0.01905448531868581,0.024005606857920386,0.79375145279441217,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,1,1,Born-sampled stoMPS,-3.111364279927979,0.0061198239224857197,true,weighted_sample_standard_error,-3.1389534854889081,5.9308109328284641e-05,0.027589205560929031,0.027589205560929031,0.0061201112975223411,4.5079581431955678,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,1.5,0.66666666666666663,Born-sampled stoMPS,-3.1389414053884299,0.0034002737968471266,true,weighted_sample_standard_error,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,2,0.5,Born-sampled stoMPS,-3.1541081597788208,0.0013921239239570774,true,weighted_sample_standard_error,-3.1670337573687259,4.3875955397721998e-05,0.012925597589905191,0.012925597589905191,0.0013928151776584406,9.2801958201197383,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,3,0.33333333333333331,Born-sampled stoMPS,-3.1681677352959543,0.0012535324308126097,true,weighted_sample_standard_error,-3.1693065201441639,3.6483270651704813e-05,0.0011387848482096175,0.0011387848482096175,0.0012540632297202625,0.90807610112581039,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,4,0.25,Born-sampled stoMPS,-3.169766411541687,0.0012310081444043834,true,weighted_sample_standard_error,-3.1698331457773445,3.8692992591750324e-05,6.6734235657506247e-05,6.6734235657506247e-05,0.0012316160924840292,0.054184283613013619,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,5,0.20000000000000001,Born-sampled stoMPS,-3.1699321514314556,0.001106011662131682,true,weighted_sample_standard_error,-3.1699199651718346,2.9543246561417826e-05,-1.2186259620960982e-05,1.2186259620960982e-05,0.0011064061642040298,-0.01101427307188587,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,6,0.16666666666666666,Born-sampled stoMPS,-3.1699602596927008,0.00095813146287382768,true,weighted_sample_standard_error,-3.1699495888286267,2.6858954285257616e-05,-1.0670864074135977e-05,1.0670864074135977e-05,0.00095850785264077964,-0.011132787326401905,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,7,0.14285714285714285,Born-sampled stoMPS,-3.169967902574836,0.00078971902115461531,true,weighted_sample_standard_error,-3.1699605157488882,2.5059348866873719e-05,-7.3868259478082621e-06,7.3868259478082621e-06,0.0007901165125087789,-0.0093490337575069821,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,8,0.125,Born-sampled stoMPS,-3.1699705203931763,0.00056497958440784022,true,weighted_sample_standard_error,-3.16998120558261,2.3693167659023988e-05,1.0685189433701225e-05,1.0685189433701225e-05,0.00056547616836731009,0.018895914684702621,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,9,0.1111111111111111,Born-sampled stoMPS,-3.1699715129056925,0.00032052552622439891,true,weighted_sample_standard_error,-3.1699802803463553,2.2386639750152277e-05,8.7674406628046597e-06,8.7674406628046597e-06,0.00032130635630303199,0.027286857202836873,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,10,0.10000000000000001,Born-sampled stoMPS,-3.1699719329819906,0.00014668633501503599,true,weighted_sample_standard_error,-3.1699609834353737,2.1568712764459014e-05,-1.0949546616956241e-05,1.0949546616956241e-05,0.00014826358369626411,-0.073851895010090346,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,11,0.090909090909090912,Born-sampled stoMPS,-3.169972132154506,5.8963039108220519e-05,true,weighted_sample_standard_error,-3.1699935445785701,2.0356766568949295e-05,2.1412424064060076e-05,2.1412424064060076e-05,6.2378184696416369e-05,0.34326782942258693,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,12,0.083333333333333329,Born-sampled stoMPS,-3.169972239591031,2.2322270548514799e-05,true,weighted_sample_standard_error,-3.1699690398904976,1.9739267008127378e-05,-3.199700533418337e-06,3.199700533418337e-06,2.9798027190725852e-05,-0.10737960982914303,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,13,0.076923076923076927,Born-sampled stoMPS,-3.1699723091025884,8.2430114757659591e-06,true,weighted_sample_standard_error,-3.1699980550668365,1.9000291621177575e-05,2.5745964248091724e-05,2.5745964248091724e-05,2.0711308985175227e-05,1.2430872556881949,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,14,0.071428571428571425,Born-sampled stoMPS,-3.1699723547283747,3.007591426557699e-06,true,weighted_sample_standard_error,-3.1699494120053333,2.0206270432997582e-05,-2.2942723041374791e-05,2.2942723041374791e-05,2.0428875911330404e-05,-1.1230536198347625,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,15,0.066666666666666666,Born-sampled stoMPS,-3.169972389906544,1.0860770228192441e-06,true,weighted_sample_standard_error,-3.1700175520791465,1.7887569196158749e-05,4.5162172602530859e-05,4.5162172602530859e-05,1.7920510457206941e-05,2.5201387376980864,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,16,0.0625,Born-sampled stoMPS,-3.1699724229400226,3.856296295941011e-07,true,weighted_sample_standard_error,-3.1699823721448563,2.0250299964097677e-05,9.9492048337701533e-06,9.9492048337701533e-06,2.0253971433947349e-05,0.49122241858672983,true,,,false,,,,,,,false,true,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,4.3158372875155492e-05,23170.475005920791,SETTN+tanTRG,,,false,,,,,,,,false,2.0116567053392909e-08,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,3.0517578125e-05,6.103515625e-05,32768,16384,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,8.6316745750310983e-05,11585.237502960395,SETTN+tanTRG,,,false,,,,,,,,false,8.0466261517358719e-08,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,6.103515625e-05,0.0001220703125,16384,8192,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.00017263349150062197,5792.6187514801977,SETTN+tanTRG,,,false,,,,,,,,false,3.2186493891521922e-07,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.0001220703125,0.000244140625,8192,4096,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.00034526698300124393,2896.3093757400989,SETTN+tanTRG,,,false,,,,,,,,false,1.2874580411937191e-06,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.000244140625,0.00048828125,4096,2048,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.00069053396600248786,1448.1546878700494,SETTN+tanTRG,,,false,,,,,,,,false,5.149804733465755e-06,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.00048828125,0.0009765625,2048,1024,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.0013810679320049757,724.07734393502471,SETTN+tanTRG,,,false,,,,,,,,false,2.0598780042542953e-05,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.0009765625,0.001953125,1024,512,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.0027621358640099515,362.03867196751236,SETTN+tanTRG,,,false,,,,,,,,false,8.2388098611569117e-05,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.001953125,0.00390625,512,256,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.0055242717280199029,181.01933598375618,SETTN+tanTRG,,,false,,,,,,,,false,0.0003294400923190185,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.00390625,0.0078125,256,128,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.011048543456039806,90.509667991878089,SETTN+tanTRG,,,false,,,,,,,,false,0.0013159661957296827,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.0078125,0.015625,128,64,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.022097086912079612,45.254833995939045,SETTN+tanTRG,,,false,,,,,,,,false,0.0052353237193760484,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.015625,0.03125,64,32,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.044194173824159223,22.627416997969522,SETTN+tanTRG,,,false,,,,,,,,false,0.02049477205067389,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.03125,0.0625,32,16,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.088388347648318447,11.313708498984761,SETTN+tanTRG,,,false,,,,,,,,false,0.075414666452277596,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.0625,0.125,16,8,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.17677669529663689,5.6568542494923806,SETTN+tanTRG,,,false,,,,,,,,false,0.22358017890053949,,false,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T",,0.125,0.25,8,4,true,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.35355339059327379,2.8284271247461903,Born-sampled stoMPS,,,false,,,,,,,,false,0.35977680261021905,0.014703472770573212,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.25,0.5,4,2,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,0.70710678118654757,1.4142135623730951,Born-sampled stoMPS,,,false,,,,,,,,false,0.22362586897589676,0.021102010902571626,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.5,1,2,1,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,1.2247448713915889,0.81649658092772603,Born-sampled stoMPS,,,false,,,,,,,,false,0.082731376381353958,0.046844332371620799,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",1,1.5,1,0.66666666666666663,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,1.7320508075688772,0.57735026918962573,Born-sampled stoMPS,,,false,,,,,,,,false,0.091000526342337032,0.012600012956790784,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",1.5,2,0.66666666666666663,0.5,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,2.4494897427831779,0.40824829046386302,Born-sampled stoMPS,,,false,,,,,,,,false,0.084357453102803945,0.027211332743241876,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",2,3,0.5,0.33333333333333331,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,3.4641016151377544,0.28867513459481287,Born-sampled stoMPS,,,false,,,,,,,,false,0.019184114948766155,0.0073191414632896518,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",3,4,0.33333333333333331,0.25,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,4.4721359549995796,0.22360679774997896,Born-sampled stoMPS,,,false,,,,,,,,false,0.0033147977953706951,0.012420869003605502,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",4,5,0.25,0.20000000000000001,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,5.4772255750516612,0.18257418583505536,Born-sampled stoMPS,,,false,,,,,,,,false,0.00084324783735656385,0.016724865448193075,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",5,6,0.20000000000000001,0.16666666666666666,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,6.4807406984078604,0.15430334996209191,Born-sampled stoMPS,,,false,,,,,,,,false,0.00032100104978916022,0.016671002390127494,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",6,7,0.16666666666666666,0.14285714285714285,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,7.4833147735478827,0.1336306209562122,Born-sampled stoMPS,,,false,,,,,,,,false,0.0001465978269834523,0.014679520165654016,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",7,8,0.14285714285714285,0.125,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,8.4852813742385695,0.11785113019775792,Born-sampled stoMPS,,,false,,,,,,,,false,7.1460901196473942e-05,0.012550416089295018,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",8,9,0.125,0.1111111111111111,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",specific_heat_interval,born_hybrid,purification_born_sequential_v1,0.25,9.4868329805051381,0.10540925533894598,Born-sampled stoMPS,,,false,,,,,,,,false,3.7806866757250686e-05,0.0093757868237909596,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",9,10,0.1111111111111111,0.10000000000000001,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
